,date,open,high,low,close,volume,ma_10,rsi,next_day_movement,future_price
99,2024-02-22,191.4,202.85,193.51,193.51,4851205,199,408,UP,196.64
100,2024-02-22,191.4,202.85,193.51,193.51,4851205,199,668,Up,196.64
101,2024-02-22,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
102,2024-02-22,191.4,284.31,193.51,193.51,4851205,199,199,down,196.64
103,2024-02-22,191.4,202.85,193.51,193.51,4851205,199,1161,down,196.64
104,2024-02-22,191.4,202.85,242.89,193.51,4851205,199,97,Down,183.7
105,2024-02-22,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
106,2024-02-14,191.4,202.85,193.51,255.51,4851205,199,199,Down,293.1
107,2024-02-14,191.4,234.13,193.51,165.03,4851205,199,199,UP,136.99
108,2024-02-14,191.4,202.85,193.51,193.51,3734871,199,199,down,196.64
109,2024-03-23,191.4,202.85,193.51,193.51,4851205,199,94,down,196.64
110,2024-03-23,191.4,202.85,193.51,193.51,4851205,199,199,down,211.74
111,2024-03-23,191.4,202.85,193.51,193.51,4851205,199,386,down,196.64
112,2024-03-23,191.4,202.85,193.51,193.51,4851205,199,199,Up,119.72
113,2024-03-23,191.4,202.85,193.51,193.51,4851205,199,31,UP,196.64
114,2024-02-14,191.4,202.85,193.51,193.51,3750491,265,199,UP,196.64
115,2024-02-14,191.4,202.85,193.51,193.51,4851205,199,67,down,196.64
116,2024-02-14,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
117,2024-02-14,191.4,202.85,193.51,193.51,4851205,199,63,UP,196.64
118,2024-02-14,191.4,202.85,193.51,193.51,1820634,199,964,Up,196.64
119,2024-03-03,191.4,202.85,132.43,207.11,4851205,199,199,Down,196.64
120,2024-03-03,191.4,202.85,193.51,193.51,4851205,220,1051,Down,196.64
121,2024-03-03,216.15,202.85,171.68,193.51,4851205,175,199,Down,196.64
122,2024-03-03,191.4,202.85,168.97,193.51,4851205,199,199,Down,196.64
123,2024-03-03,191.4,202.85,193.51,193.51,4851205,199,100,Down,196.64
124,2024-03-03,191.4,202.85,193.51,193.51,4851205,199,13,Down,196.64
125,2024-03-03,191.4,202.85,213.3,193.51,4851205,199,199,Down,191.04
126,2024-03-03,191.4,202.85,111.07,193.51,2553273,199,43,Down,196.64
127,2024-03-03,191.4,202.85,184.06,193.51,4851205,199,-23,down,196.64
128,2024-03-30,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
129,2024-03-30,191.4,294.72,123.29,193.51,5110096,199,199,down,196.64
130,2024-03-16,191.4,202.85,193.51,193.51,4851205,199,34,UP,196.64
131,2024-03-16,191.4,202.85,193.51,193.51,4851205,199,421,Down,196.64
132,2024-03-16,191.4,202.85,193.51,193.51,4851205,177,199,Down,196.64
133,2024-03-16,191.4,202.85,193.51,193.51,4851205,199,57,Up,196.64
134,2024-03-16,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
135,2024-03-16,154.3,202.85,193.51,193.51,4851205,199,199,UP,267.43
136,2024-02-05,191.4,202.85,193.51,193.51,4851205,199,199,UP,295.8
137,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,1350,UP,196.64
138,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,43,UP,196.64
139,2024-01-31,191.4,202.85,137.54,193.51,4851205,199,199,UP,196.64
140,2024-01-31,191.4,202.85,193.51,193.51,3687560,199,199,UP,266.72
141,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,63,UP,204.17
142,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,529,down,128.68
143,2024-02-16,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
144,2024-02-16,191.4,202.85,193.51,193.51,4851205,199,199,down,114.9
145,2024-02-16,255.98,202.85,193.51,126.04,4851205,199,766,Up,196.64
146,2024-02-16,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
147,2024-02-16,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
148,2024-02-16,191.4,202.85,292.39,193.51,4851205,199,64,down,196.64
149,2024-02-16,191.4,202.85,193.51,193.51,4851205,265,597,down,196.64
150,2024-02-16,191.4,202.85,193.51,193.51,4851205,199,86,down,196.64
151,2024-02-16,191.4,202.85,193.51,193.51,4851205,199,73,Down,287.2
152,2024-04-18,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
153,2024-04-18,191.4,202.85,193.51,193.51,8691123,199,40,UP,293.36
154,2024-03-23,191.4,202.85,150.01,193.51,3715291,241,199,UP,110.25
155,2024-01-02,191.4,202.85,193.51,147.9,4851205,199,1125,Down,196.64
156,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,11,UP,196.64
157,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,230,UP,196.64
158,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
159,2024-01-02,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
160,2024-01-02,191.4,245.48,193.51,262.12,4851205,199,199,down,196.64
161,2024-01-02,191.4,202.85,173.3,193.51,4851205,199,36,down,104.52
162,2024-01-02,191.4,160.53,193.51,193.51,4851205,199,199,down,196.64
163,2024-02-18,291.3,202.85,283.48,193.51,4851205,199,52,down,196.64
164,2024-02-18,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
165,2024-03-03,130.06,202.85,193.51,193.51,8309919,199,1492,Down,196.64
166,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
167,2024-03-05,191.4,202.85,193.51,193.51,4851205,127,199,UP,196.64
168,2024-03-05,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
169,2024-03-05,191.4,202.85,193.51,193.51,4851205,111,1494,Down,196.64
170,2024-04-23,191.4,202.85,193.51,193.51,4851205,199,153,Down,196.64
171,2024-01-01,191.4,202.85,193.51,193.51,4851205,199,199,Down,205.52
172,2024-01-01,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
173,2024-01-01,191.4,202.85,212.24,193.51,4851205,199,43,Up,196.64
174,2024-01-01,191.4,202.85,193.51,193.51,4851205,199,47,down,196.64
175,2024-01-01,191.4,202.85,193.51,259.09,4851205,199,62,down,269.12
176,2024-01-01,191.4,164.87,193.51,193.51,4851205,199,32,down,101.24
177,2024-01-01,191.4,173.36,193.51,193.51,4851205,199,78,down,196.64
178,2024-01-01,191.4,202.85,193.51,193.51,8634761,199,12,down,196.64
179,2024-01-01,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
180,2024-03-26,191.4,202.85,193.51,193.51,8345101,153,45,Up,196.64
181,2024-03-26,191.4,202.85,279.31,193.51,4851205,199,73,Up,154.99
182,2024-03-26,191.4,202.85,193.51,193.51,4851205,199,40,Down,257.11
183,2024-03-26,191.4,202.85,193.51,193.51,4851205,199,1047,Down,196.64
184,2024-03-26,191.4,201.16,193.51,193.51,4851205,199,77,down,196.64
185,2024-03-26,191.4,202.85,193.51,193.51,4851205,199,91,down,196.64
186,2024-03-26,231.1,202.85,193.51,234.52,4851205,199,199,Up,196.64
187,2024-03-26,230.72,202.85,193.51,193.51,8071775,199,59,Up,196.64
188,2024-03-26,191.4,202.85,193.51,193.51,4851205,253,199,Down,135.68
189,2024-01-29,191.4,202.85,193.51,193.51,5765993,199,199,down,215.82
190,2024-03-24,191.4,202.85,193.51,193.51,4003294,199,199,down,196.64
191,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
192,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,49,UP,196.64
193,2024-01-27,190.32,202.85,193.51,265.65,4851205,199,72,UP,184.91
194,2024-01-27,191.4,202.85,170.5,193.51,7209907,199,70,UP,277.96
195,2024-01-27,191.4,202.85,193.51,193.51,4851205,199,1498,Up,284.39
196,2024-03-21,191.4,202.85,119.58,240.82,4851205,202,605,UP,196.64
197,2024-01-18,224.94,202.85,193.51,193.51,4851205,115,39,Down,196.64
198,2024-01-18,189.67,202.85,151.0,193.51,6718616,197,6,Down,207.19
199,2024-01-18,191.4,202.85,193.51,278.34,4851205,199,31,down,196.64
200,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
201,2024-01-18,191.4,202.85,193.51,193.51,6507816,199,166,Down,196.64
202,2024-01-18,191.4,202.85,193.51,193.51,3328984,199,813,UP,196.64
203,2024-01-18,112.0,202.85,206.43,193.51,4851205,136,128,down,196.64
204,2024-01-18,191.4,202.85,193.51,193.51,2235578,199,64,Up,196.64
205,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
206,2024-01-18,191.4,158.15,193.51,257.45,4851205,199,89,Up,196.64
207,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,36,Up,196.64
208,2024-01-18,191.4,202.85,193.51,193.51,8016068,263,199,UP,223.35
209,2024-02-28,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
210,2024-02-28,240.02,202.85,193.51,193.51,4851205,199,480,UP,196.64
211,2024-02-28,191.4,202.85,154.63,193.51,4851205,199,421,UP,196.64
212,2024-02-28,191.4,202.85,193.51,193.51,8256337,199,199,Up,196.64
213,2024-02-28,191.4,202.85,193.51,193.51,4851205,199,1201,Up,196.64
214,2024-02-28,191.4,202.85,193.51,187.04,1106886,199,199,Up,110.99
215,2024-03-12,191.4,202.85,193.51,193.51,4851205,199,498,Up,188.83
216,2024-03-12,191.4,202.85,179.03,193.51,4851205,216,199,UP,196.64
217,2024-04-15,256.36,202.85,193.51,279.53,4851205,199,84,Up,196.64
218,2024-03-21,191.4,202.85,190.27,195.01,4851205,199,199,Down,196.64
219,2024-03-21,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
220,2024-03-21,191.4,202.85,193.51,193.51,4851205,199,1145,UP,196.64
221,2024-03-21,191.4,202.85,250.37,193.51,4851205,224,90,UP,196.64
222,2024-03-21,191.4,202.85,193.51,193.51,5533561,216,199,UP,196.64
223,2024-03-21,191.4,202.85,193.51,193.51,2081086,199,90,UP,196.64
224,2024-03-21,191.4,202.85,193.51,193.51,6410516,199,86,Down,196.64
225,2024-03-21,191.4,202.85,193.51,193.51,4851205,199,199,UP,143.25
226,2024-03-21,191.4,202.85,193.51,193.51,4851205,199,98,UP,130.78
227,2024-01-29,191.4,202.85,233.9,193.51,4851205,199,52,UP,196.64
228,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
229,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,199,down,196.98
230,2024-02-24,191.4,202.85,193.51,193.51,4851205,199,57,Down,196.64
231,2024-02-24,191.4,202.85,193.51,193.51,4473711,199,365,UP,111.07
232,2024-02-24,175.15,202.85,193.51,193.51,4851205,199,849,Down,269.75
233,2024-02-26,191.4,202.85,193.51,193.51,4955598,199,199,down,235.08
234,2024-01-28,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
235,2024-01-19,191.4,146.02,193.51,193.51,4851205,113,88,down,196.64
236,2024-01-19,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
237,2024-01-19,191.4,202.85,163.63,193.51,4851205,199,21,down,189.65
238,2024-01-19,191.4,202.85,297.17,193.51,4851205,199,199,UP,196.64
239,2024-01-17,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
240,2024-01-17,191.4,202.85,134.8,147.44,4851205,199,199,UP,298.51
241,2024-01-18,191.4,295.18,193.51,193.51,4851205,199,75,UP,196.64
242,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,199,UP,293.65
243,2024-01-18,191.4,202.85,167.94,193.51,4851205,199,199,UP,213.95
244,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,10,UP,196.64
245,2024-01-18,191.4,202.85,193.51,193.51,4851205,199,199,Down,196.64
246,2024-01-18,170.25,202.85,193.51,193.51,4851205,199,199,Up,196.64
247,2024-01-18,191.4,202.85,193.51,193.51,2666164,199,38,Up,196.64
248,2024-01-11,191.4,202.85,193.51,193.51,4851205,199,57,Up,196.64
249,2024-01-11,191.4,202.85,269.11,193.51,4851205,199,124,Up,196.64
250,2024-01-11,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
251,2024-01-11,191.4,202.85,193.51,111.78,4851205,212,1030,Up,196.64
252,2024-01-11,191.4,202.85,193.51,193.51,5778217,199,199,down,196.64
253,2024-04-14,191.4,270.08,193.51,193.51,4851205,199,199,down,196.64
254,2024-01-14,191.4,202.85,193.51,193.51,4851205,199,976,down,196.64
255,2024-01-14,287.46,202.85,193.51,193.51,4851205,199,199,Down,196.64
256,2024-01-14,191.4,202.85,193.51,193.51,2248153,199,199,Down,196.64
257,2024-02-19,132.21,202.85,193.51,193.51,4851205,199,15,Down,196.64
258,2024-02-19,191.4,202.85,193.51,193.51,8033161,199,199,Down,196.64
259,2024-02-19,191.4,202.85,193.51,193.51,4851205,199,1383,Down,196.64
260,2024-01-07,191.4,202.85,193.51,193.51,4851205,199,69,down,196.64
261,2024-04-25,191.4,202.85,193.51,193.51,4851205,199,55,down,196.64
262,2024-03-04,191.4,202.85,193.51,193.51,4851205,199,79,down,190.12
263,2024-02-07,191.4,202.85,193.51,193.51,4851205,199,199,UP,155.14
264,2024-02-07,191.4,202.85,193.51,193.51,4851205,199,34,Down,196.64
265,2024-02-07,191.4,202.85,193.51,193.51,4851205,199,24,Up,196.64
266,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,44,Up,111.48
267,2024-04-26,191.4,202.85,193.51,193.51,4851205,103,199,Up,196.64
268,2024-04-26,191.4,202.85,193.51,165.8,4851205,199,6,Up,196.64
269,2024-04-26,191.4,228.54,193.51,193.51,4851205,199,199,Down,206.78
270,2024-04-26,138.59,202.85,102.63,193.51,4851205,199,9,UP,196.64
271,2024-04-26,191.4,202.85,193.51,228.81,4851205,199,79,down,245.86
272,2024-04-26,191.4,202.85,193.51,193.51,4851205,199,680,UP,101.22
273,2024-04-26,191.4,202.85,203.46,193.51,1451213,199,954,UP,196.64
274,2024-04-26,191.4,202.85,193.51,193.51,8740661,199,244,UP,279.74
275,2024-04-26,191.4,202.85,244.44,193.51,4851205,199,199,down,196.64
276,2024-04-26,191.4,202.85,193.51,193.51,4851205,137,199,down,196.64
277,2024-04-26,191.4,202.85,193.51,193.51,4851205,189,199,Down,196.64
278,2024-03-19,191.4,202.85,193.51,193.51,4851205,199,59,Up,196.64
279,2024-03-19,191.4,212.63,292.3,193.51,4851205,199,199,Down,196.64
280,2024-03-19,191.4,202.85,101.15,193.51,3694369,199,199,Up,196.64
281,2024-03-19,185.26,202.85,154.48,193.51,1156599,199,199,Down,196.18
282,2024-03-19,191.4,202.85,193.51,193.51,4851205,199,1494,down,196.64
283,2024-04-06,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
284,2024-04-06,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
285,2024-04-02,191.4,202.85,193.51,193.51,4851205,231,35,down,196.64
286,2024-04-02,191.4,277.69,185.0,246.24,1429951,199,81,down,196.64
287,2024-04-02,191.4,202.85,224.79,193.51,4851205,199,504,down,196.64
288,2024-04-02,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
289,2024-04-02,191.4,202.85,193.51,193.51,8579600,199,1402,Up,250.88
290,2024-04-13,191.4,267.64,193.51,193.51,4851205,199,37,UP,196.64
291,2024-04-13,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
292,2024-04-13,288.91,260.26,193.51,193.51,4851205,199,199,UP,196.64
293,2024-04-13,191.4,202.85,193.51,193.51,6206212,199,1316,UP,183.9
294,2024-01-31,183.37,202.85,193.51,193.51,7275626,199,55,Up,196.64
295,2024-01-31,191.4,202.85,193.51,118.61,4851205,199,11,Down,196.64
296,2024-01-31,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
297,2024-02-01,191.4,202.85,193.51,193.51,4851205,199,9,down,221.8
298,2024-02-01,191.4,202.85,127.68,193.51,4851205,199,378,down,196.64
299,2024-02-01,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
300,2024-04-23,191.4,202.85,193.51,193.51,4851205,199,36,UP,196.64
301,2024-04-23,191.4,202.85,193.51,188.82,8364164,101,199,Down,264.32
302,2024-04-23,191.4,202.85,113.02,193.51,4851205,199,671,Down,206.17
303,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,199,Down,290.43
304,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
305,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
306,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
307,2024-03-10,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
308,2024-03-10,260.74,202.85,193.51,193.51,4851205,199,41,UP,196.64
309,2024-03-10,137.8,202.85,193.51,299.15,4851205,199,1352,UP,196.64
310,2024-03-10,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
311,2024-03-10,191.4,202.85,193.51,193.51,4851205,199,199,UP,230.16
312,2024-03-10,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
313,2024-01-16,191.4,202.85,193.51,193.51,4851205,199,98,UP,196.64
314,2024-01-13,191.4,202.85,193.51,193.51,5464915,199,199,UP,196.64
315,2024-01-13,191.4,202.85,193.51,193.51,4851205,199,16,UP,196.64
316,2024-03-06,191.4,202.85,193.51,193.51,4851205,141,301,UP,196.64
317,2024-03-06,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
318,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,1048,UP,156.47
319,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,699,UP,196.64
320,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,199,UP,196.64
321,2024-02-25,191.4,202.85,193.51,113.4,4851205,199,199,UP,196.64
322,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,199,down,190.97
323,2024-02-25,297.26,202.85,193.51,193.51,4851205,199,199,down,147.37
324,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,199,Down,231.85
325,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,395,Down,196.64
326,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,1203,down,196.64
327,2024-02-25,223.7,202.85,193.51,193.51,4851205,199,76,down,196.64
328,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
329,2024-02-25,191.4,274.44,193.51,193.51,4851205,269,96,down,196.64
330,2024-02-25,191.4,202.85,193.51,193.51,5435294,199,1097,Up,196.64
331,2024-02-25,191.4,202.85,193.51,193.51,1904164,199,199,Up,196.64
332,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,199,Up,196.64
333,2024-02-25,191.4,202.85,193.51,193.51,4851205,199,57,down,196.64
334,2024-04-11,191.4,202.85,193.51,193.51,4850706,199,19,down,196.64
335,2024-04-11,191.4,202.85,182.72,193.51,4851205,199,18,down,196.64
336,2024-04-11,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
337,2024-04-11,191.4,202.85,193.51,193.51,4851205,199,1444,down,196.64
338,2024-03-15,191.4,202.85,193.51,193.51,4851205,199,86,down,196.64
339,2024-04-01,191.4,202.85,193.51,193.51,2436638,199,199,down,206.04
340,2024-04-01,191.4,202.85,193.51,109.26,4851205,199,961,Down,196.64
341,2024-04-01,191.4,202.85,193.51,193.51,4474329,199,199,Down,196.64
342,2024-04-01,170.26,202.85,193.51,193.51,4851205,199,32,Up,196.64
343,2024-04-13,191.4,202.85,193.51,193.51,4851205,199,489,Down,278.93
344,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,401,Down,196.64
345,2024-04-08,191.4,202.85,193.51,193.51,4851205,199,1485,down,196.64
346,2024-01-04,191.4,202.85,193.51,193.51,4851205,199,30,down,192.19
347,2024-01-04,191.4,202.85,193.51,193.51,6813140,199,199,down,196.64
348,2024-01-04,191.4,110.57,193.51,193.51,4851205,214,1421,Down,196.64
349,2024-01-04,191.4,202.85,193.51,193.51,4851205,199,199,down,196.64
